order_id,date,product,category,region,state,quantity,unit_price,discount_pct,total_value,freight,payment_method,customer_id,status
PED-20240300705,2024-03-21,Fone de Ouvido,Acessórios,Sul,SC,4,343.44,0.0,1373.76,0.0,Boleto,CLI-00889,Entregue
PED-20240300706,2024-03-21,Geladeira,Eletrodomésticos,Sul,RS,5,3600.55,0.15,15302.32,0.0,Cartão de Crédito,CLI-00288,Entregue
PED-20240300707,2024-03-21,Smartphone,Eletrônicos,Nordeste,AL,5,2534.94,0.0,12674.68,0.0,Transferência,CLI-01017,Entregue
PED-20240300708,2024-03-21,Fone de Ouvido,Acessórios,Sul,PR,4,350.09,0.0,1400.36,0.0,Transferência,CLI-00283,Entregue
PED-20240300709,2024-03-21,Notebook,Informática,Norte,AC,4,5004.87,0.1,18017.53,0.0,Transferência,CLI-00611,Entregue
PED-20240300710,2024-03-21,Notebook,Informática,Sudeste,ES,2,3894.5,0.1,7010.09,0.0,Boleto,CLI-00594,Entregue
PED-20240300711,2024-03-22,Smartwatch,Acessórios,Norte,AP,3,1044.46,0.0,3133.39,0.0,Cartão de Crédito,CLI-01095,Processando
PED-20240300712,2024-03-22,Micro-ondas,Eletrodomésticos,Sul,PR,5,800.01,0.05,3800.05,0.0,Transferência,CLI-01429,Entregue
PED-20240300713,2024-03-22,Notebook,Informática,Centro-Oeste,MS,3,4706.86,0.0,14120.59,0.0,PIX,CLI-00411,Entregue
PED-20240300714,2024-03-22,Câmera,Eletrônicos,Sudeste,RJ,2,3245.2,0.15,5516.85,0.0,Cartão de Crédito,CLI-00483,Entregue
PED-20240300715,2024-03-22,TV,Eletrodomésticos,Sudeste,SP,3,4005.11,0.05,11414.56,0.0,Transferência,CLI-00166,Entregue
PED-20240300716,2024-03-22,Geladeira,Eletrodomésticos,Norte,PA,3,4481.4,0.0,13444.19,0.0,Transferência,CLI-00462,Entregue
PED-20240300717,2024-03-22,Câmera,Eletrônicos,Norte,AC,3,3470.28,0.0,10410.84,0.0,Cartão de Crédito,CLI-00054,Entregue
PED-20240300718,2024-03-22,Fone de Ouvido,Acessórios,Centro-Oeste,MS,1,355.51,0.0,355.51,40.16,Boleto,CLI-00881,Entregue
PED-20240300719,2024-03-23,Console,Games,Centro-Oeste,GO,1,2747.88,0.1,2473.09,0.0,PIX,CLI-00721,Processando
PED-20240300720,2024-03-23,Fone de Ouvido,Acessórios,Nordeste,AL,1,322.51,0.0,322.51,53.26,Transferência,CLI-01164,Entregue
PED-20240300721,2024-03-23,Smartphone,Eletrônicos,Sudeste,RJ,1,2182.46,0.0,2182.46,0.0,PIX,CLI-00090,Entregue
PED-20240300722,2024-03-23,Câmera,Eletrônicos,Nordeste,MA,3,2844.53,0.05,8106.9,0.0,Cartão de Crédito,CLI-01345,Entregue
PED-20240300723,2024-03-23,Notebook,Informática,Sudeste,MG,5,4102.91,0.15,17437.38,0.0,PIX,CLI-00452,Entregue
PED-20240300724,2024-03-23,TV,Eletrodomésticos,Nordeste,RN,5,3282.32,0.15,13949.85,0.0,PIX,CLI-00654,Entregue
PED-20240300725,2024-03-23,Geladeira,Eletrodomésticos,Centro-Oeste,DF,1,4006.76,0.05,3806.42,0.0,Transferência,CLI-00996,Entregue
PED-20240300726,2024-03-23,Smartwatch,Acessórios,Sudeste,RJ,2,1322.91,0.1,2381.24,0.0,Transferência,CLI-00432,Entregue
PED-20240300727,2024-03-23,Notebook,Informática,Nordeste,CE,1,5145.18,0.15,4373.4,0.0,Cartão de Débito,CLI-00234,Entregue
PED-20240300728,2024-03-24,Smartphone,Eletrônicos,Norte,TO,1,2327.72,0.1,2094.95,0.0,Cartão de Crédito,CLI-00123,Entregue
PED-20240300729,2024-03-24,Smartwatch,Acessórios,Centro-Oeste,MS,4,1026.79,0.05,3901.78,0.0,Cartão de Crédito,CLI-00460,Entregue
PED-20240300730,2024-03-24,Fone de Ouvido,Acessórios,Norte,PA,4,353.41,0.15,1201.6,0.0,Transferência,CLI-00713,Entregue
PED-20240300731,2024-03-24,Smartphone,Eletrônicos,Centro-Oeste,MT,3,2732.68,0.1,7378.24,0.0,Cartão de Crédito,CLI-00699,Entregue
PED-20240300732,2024-03-24,Micro-ondas,Eletrodomésticos,Norte,TO,4,867.83,0.15,2950.61,0.0,Cartão de Crédito,CLI-01134,Em trânsito
PED-20240300733,2024-03-24,Console,Games,Nordeste,PI,4,2736.02,0.15,9302.47,0.0,Transferência,CLI-00533,Entregue
PED-20240300734,2024-03-24,Tablet,Eletrônicos,Norte,AC,2,1601.21,0.0,3202.42,0.0,PIX,CLI-00176,Entregue
PED-20240300735,2024-03-24,Fone de Ouvido,Acessórios,Centro-Oeste,MT,3,357.46,0.0,1072.39,0.0,PIX,CLI-00551,Entregue
PED-20240300736,2024-03-24,Smartwatch,Acessórios,Centro-Oeste,DF,1,1130.48,0.15,960.91,0.0,PIX,CLI-00367,Entregue
PED-20240300737,2024-03-24,TV,Eletrodomésticos,Norte,AM,4,2984.31,0.0,11937.26,0.0,Cartão de Débito,CLI-01307,Processando
PED-20240300738,2024-03-25,Geladeira,Eletrodomésticos,Sul,SC,1,4300.26,0.0,4300.26,0.0,Transferência,CLI-01130,Entregue
PED-20240300739,2024-03-25,Câmera,Eletrônicos,Sudeste,ES,2,2967.69,0.0,5935.37,0.0,Cartão de Débito,CLI-00261,Entregue
PED-20240300740,2024-03-25,Fone de Ouvido,Acessórios,Sul,RS,5,366.38,0.0,1831.89,0.0,Cartão de Crédito,CLI-00378,Entregue
PED-20240300741,2024-03-25,Geladeira,Eletrodomésticos,Norte,RR,3,3622.86,0.15,9238.3,0.0,PIX,CLI-00528,Entregue
PED-20240300742,2024-03-25,Smartphone,Eletrônicos,Nordeste,PI,1,2575.43,0.0,2575.43,0.0,Transferência,CLI-00909,Entregue
PED-20240300743,2024-03-25,Notebook,Informática,Centro-Oeste,DF,2,4100.46,0.1,7380.82,0.0,Cartão de Débito,CLI-00147,Entregue
PED-20240300744,2024-03-25,Console,Games,Nordeste,CE,1,2654.29,0.0,2654.29,0.0,Cartão de Débito,CLI-01336,Entregue
PED-20240300745,2024-03-25,Câmera,Eletrônicos,Norte,RO,5,2749.91,0.0,13749.56,0.0,Boleto,CLI-01211,Entregue
PED-20240300746,2024-03-26,Smartphone,Eletrônicos,Sudeste,RJ,3,2508.1,0.15,6395.65,0.0,Transferência,CLI-01460,Entregue
PED-20240300747,2024-03-26,Câmera,Eletrônicos,Sul,SC,5,2751.3,0.15,11693.01,0.0,Cartão de Crédito,CLI-00159,Entregue
PED-20240300748,2024-03-26,Fone de Ouvido,Acessórios,Centro-Oeste,MS,5,374.47,0.1,1685.11,0.0,Transferência,CLI-00968,Em trânsito
PED-20240300749,2024-03-26,Geladeira,Eletrodomésticos,Centro-Oeste,MS,3,3909.17,0.1,10554.76,0.0,Boleto,CLI-00674,Entregue
PED-20240300750,2024-03-26,Fone de Ouvido,Acessórios,Nordeste,MA,4,330.56,0.0,1322.22,0.0,Cartão de Débito,CLI-00840,Entregue
PED-20240300751,2024-03-27,Câmera,Eletrônicos,Sudeste,MG,5,3205.42,0.0,16027.09,0.0,Transferência,CLI-00472,Entregue
PED-20240300752,2024-03-27,TV,Eletrodomésticos,Norte,PA,5,3844.21,0.0,19221.06,0.0,Boleto,CLI-00835,Cancelado
PED-20240300753,2024-03-27,Micro-ondas,Eletrodomésticos,Sul,PR,3,871.01,0.0,2613.02,0.0,Cartão de Crédito,CLI-00837,Entregue
PED-20240300754,2024-03-27,Console,Games,Centro-Oeste,GO,5,2795.13,0.0,13975.64,0.0,Cartão de Débito,CLI-00032,Em trânsito
PED-20240300755,2024-03-27,Tablet,Eletrônicos,Sudeste,ES,3,1943.38,0.15,4955.61,0.0,Cartão de Crédito,CLI-00259,Cancelado
PED-20240300756,2024-03-27,Smartphone,Eletrônicos,Norte,AM,2,2867.45,0.0,5734.9,0.0,Transferência,CLI-00795,Entregue
PED-20240300757,2024-03-27,Console,Games,Nordeste,CE,4,2965.42,0.0,11861.68,0.0,Cartão de Crédito,CLI-00690,Entregue
PED-20240300758,2024-03-27,Câmera,Eletrônicos,Centro-Oeste,DF,1,2790.8,0.0,2790.8,0.0,Cartão de Débito,CLI-01292,Cancelado
PED-20240300759,2024-03-27,TV,Eletrodomésticos,Norte,RO,4,3710.12,0.15,12614.41,0.0,Transferência,CLI-01044,Entregue
PED-20240300760,2024-03-27,Notebook,Informática,Sul,RS,5,4625.62,0.15,19658.86,0.0,Cartão de Débito,CLI-00657,Entregue
PED-20240300761,2024-03-28,TV,Eletrodomésticos,Sul,PR,5,3268.26,0.0,16341.32,0.0,Cartão de Débito,CLI-00699,Entregue
PED-20240300762,2024-03-28,Smartphone,Eletrônicos,Centro-Oeste,MS,3,2367.1,0.0,7101.3,0.0,Boleto,CLI-00086,Em trânsito
PED-20240300763,2024-03-28,Fone de Ouvido,Acessórios,Norte,RR,3,357.89,0.1,966.3,0.0,PIX,CLI-00584,Entregue
PED-20240300764,2024-03-28,Tablet,Eletrônicos,Sudeste,MG,3,1792.78,0.0,5378.35,0.0,PIX,CLI-00532,Em trânsito
PED-20240300765,2024-03-28,Micro-ondas,Eletrodomésticos,Sudeste,RJ,3,713.84,0.0,2141.52,0.0,Transferência,CLI-00346,Entregue
PED-20240300766,2024-03-28,Smartphone,Eletrônicos,Centro-Oeste,DF,5,2528.44,0.0,12642.18,0.0,Cartão de Crédito,CLI-00757,Entregue
PED-20240300767,2024-03-28,Fone de Ouvido,Acessórios,Nordeste,AL,4,352.19,0.05,1338.34,0.0,Cartão de Crédito,CLI-01467,Entregue
PED-20240300768,2024-03-28,Notebook,Informática,Norte,AC,4,4180.13,0.0,16720.51,0.0,Cartão de Crédito,CLI-00725,Processando
PED-20240300769,2024-03-28,Notebook,Informática,Sul,PR,1,4266.61,0.1,3839.95,0.0,Cartão de Débito,CLI-01292,Entregue
PED-20240300770,2024-03-28,Geladeira,Eletrodomésticos,Sudeste,MG,1,4116.06,0.15,3498.65,0.0,PIX,CLI-00390,Em trânsito
PED-20240300771,2024-03-28,Geladeira,Eletrodomésticos,Sudeste,SP,2,3742.46,0.05,7110.68,0.0,Boleto,CLI-01380,Em trânsito
PED-20240300772,2024-03-28,Fone de Ouvido,Acessórios,Nordeste,SE,2,348.37,0.0,696.75,0.0,PIX,CLI-00270,Entregue
PED-20240300773,2024-03-28,Fone de Ouvido,Acessórios,Sudeste,RJ,1,343.1,0.05,325.95,51.25,Boleto,CLI-00080,Entregue
PED-20240300774,2024-03-29,Console,Games,Nordeste,AL,5,2577.16,0.0,12885.81,0.0,Boleto,CLI-00615,Entregue
PED-20240300775,2024-03-29,Fone de Ouvido,Acessórios,Nordeste,SE,4,381.16,0.05,1448.4,0.0,Transferência,CLI-00986,Entregue
PED-20240300776,2024-03-29,Smartwatch,Acessórios,Sudeste,RJ,1,1366.65,0.0,1366.65,0.0,Cartão de Débito,CLI-00667,Entregue
PED-20240300777,2024-03-29,Fone de Ouvido,Acessórios,Norte,AM,2,346.3,0.0,692.59,0.0,PIX,CLI-01428,Entregue
PED-20240300778,2024-03-29,Console,Games,Sul,SC,4,2884.89,0.15,9808.62,0.0,PIX,CLI-00549,Entregue
PED-20240300779,2024-03-29,Geladeira,Eletrodomésticos,Sul,SC,1,4278.44,0.0,4278.44,0.0,PIX,CLI-00843,Entregue
PED-20240300780,2024-03-29,Console,Games,Norte,AC,4,2598.99,0.0,10395.95,0.0,Boleto,CLI-00696,Entregue
PED-20240300781,2024-03-29,Smartphone,Eletrônicos,Nordeste,SE,4,2290.98,0.0,9163.93,0.0,Cartão de Crédito,CLI-01257,Entregue
PED-20240300782,2024-03-30,Micro-ondas,Eletrodomésticos,Nordeste,CE,5,809.54,0.15,3440.56,0.0,Cartão de Débito,CLI-00185,Entregue
PED-20240300783,2024-03-30,Câmera,Eletrônicos,Nordeste,PI,1,3348.73,0.1,3013.86,0.0,Transferência,CLI-00407,Entregue
PED-20240300784,2024-03-30,Tablet,Eletrônicos,Centro-Oeste,MS,2,1686.7,0.0,3373.4,0.0,PIX,CLI-00847,Cancelado
PED-20240300785,2024-03-30,Fone de Ouvido,Acessórios,Centro-Oeste,GO,1,301.29,0.0,301.29,64.08,Transferência,CLI-00815,Entregue
PED-20240300786,2024-03-30,TV,Eletrodomésticos,Sudeste,RJ,3,3291.54,0.0,9874.62,0.0,Boleto,CLI-00070,Entregue
PED-20240300787,2024-03-30,Smartwatch,Acessórios,Sudeste,ES,4,1067.23,0.15,3628.58,0.0,Cartão de Crédito,CLI-00157,Em trânsito
PED-20240300788,2024-03-30,Notebook,Informática,Centro-Oeste,MS,1,3844.9,0.1,3460.41,0.0,Boleto,CLI-00196,Entregue
PED-20240300789,2024-03-30,Micro-ondas,Eletrodomésticos,Norte,PA,5,886.23,0.0,4431.16,0.0,Cartão de Crédito,CLI-00619,Entregue
PED-20240300790,2024-03-31,Smartwatch,Acessórios,Norte,PA,1,1115.14,0.15,947.87,0.0,Cartão de Débito,CLI-00597,Entregue
PED-20240300791,2024-03-31,Console,Games,Sudeste,RJ,4,2851.24,0.05,10834.7,0.0,Transferência,CLI-01038,Entregue
PED-20240300792,2024-03-31,Fone de Ouvido,Acessórios,Norte,AM,4,373.89,0.0,1495.57,0.0,Cartão de Crédito,CLI-00927,Em trânsito
PED-20240300793,2024-03-31,Fone de Ouvido,Acessórios,Centro-Oeste,DF,4,378.48,0.05,1438.21,0.0,Transferência,CLI-00224,Entregue
PED-20240300794,2024-03-31,Smartwatch,Acessórios,Nordeste,CE,1,1054.34,0.0,1054.34,0.0,Cartão de Débito,CLI-01216,Entregue
PED-20240300795,2024-03-31,Fone de Ouvido,Acessórios,Sudeste,RJ,4,362.23,0.05,1376.48,0.0,Transferência,CLI-00477,Entregue
PED-20240400796,2024-04-01,Smartphone,Eletrônicos,Norte,RO,4,2358.59,0.0,9434.36,0.0,Cartão de Crédito,CLI-00659,Em trânsito
PED-20240400797,2024-04-01,Micro-ondas,Eletrodomésticos,Centro-Oeste,MS,1,744.35,0.0,744.35,0.0,Cartão de Débito,CLI-01118,Em trânsito
PED-20240400798,2024-04-01,TV,Eletrodomésticos,Nordeste,MA,3,3459.44,0.05,9859.41,0.0,Cartão de Crédito,CLI-00216,Entregue
PED-20240400799,2024-04-01,Console,Games,Sudeste,ES,2,3015.78,0.0,6031.57,0.0,Cartão de Crédito,CLI-00341,Entregue
PED-20240400800,2024-04-01,Fone de Ouvido,Acessórios,Norte,TO,1,301.6,0.05,286.52,47.19,Transferência,CLI-00998,Entregue
PED-20240400801,2024-04-01,Tablet,Eletrônicos,Centro-Oeste,MS,4,1535.0,0.0,6140.0,0.0,PIX,CLI-01475,Entregue
PED-20240400802,2024-04-01,Smartwatch,Acessórios,Centro-Oeste,MT,5,1340.24,0.1,6031.06,0.0,Boleto,CLI-00595,Entregue
PED-20240400803,2024-04-01,Geladeira,Eletrodomésticos,Sul,PR,3,4224.42,0.0,12673.26,0.0,Boleto,CLI-00677,Entregue
PED-20240400804,2024-04-01,Tablet,Eletrônicos,Sul,PR,4,1535.3,0.05,5834.15,0.0,Cartão de Débito,CLI-00138,Entregue
PED-20240400805,2024-04-02,Smartphone,Eletrônicos,Nordeste,MA,2,2645.53,0.1,4761.96,0.0,Cartão de Crédito,CLI-00126,Entregue
PED-20240400806,2024-04-02,Micro-ondas,Eletrodomésticos,Norte,RR,2,696.03,0.15,1183.24,0.0,Boleto,CLI-00707,Entregue
PED-20240400807,2024-04-02,Smartphone,Eletrônicos,Sul,SC,3,2740.57,0.05,7810.61,0.0,PIX,CLI-00753,Entregue
PED-20240400808,2024-04-02,Micro-ondas,Eletrodomésticos,Norte,RO,5,809.84,0.15,3441.84,0.0,Transferência,CLI-00313,Entregue
PED-20240400809,2024-04-02,Notebook,Informática,Sul,SC,2,4179.97,0.0,8359.93,0.0,Transferência,CLI-01203,Entregue
PED-20240400810,2024-04-02,Console,Games,Nordeste,PB,5,2941.54,0.05,13972.3,0.0,Cartão de Crédito,CLI-00475,Entregue
PED-20240400811,2024-04-02,Fone de Ouvido,Acessórios,Sudeste,RJ,2,314.81,0.0,629.61,0.0,Cartão de Crédito,CLI-00281,Entregue
PED-20240400812,2024-04-02,Geladeira,Eletrodomésticos,Norte,AC,4,3982.13,0.1,14335.68,0.0,Boleto,CLI-01148,Em trânsito
PED-20240400813,2024-04-02,Console,Games,Norte,TO,4,2973.25,0.0,11892.98,0.0,Transferência,CLI-00650,Entregue
PED-20240400814,2024-04-02,Geladeira,Eletrodomésticos,Sudeste,RJ,2,4761.32,0.0,9522.63,0.0,Cartão de Débito,CLI-01148,Entregue
PED-20240400815,2024-04-02,TV,Eletrodomésticos,Norte,AP,3,3694.64,0.1,9975.52,0.0,PIX,CLI-00365,Em trânsito
PED-20240400816,2024-04-02,Smartphone,Eletrônicos,Nordeste,SE,3,2671.37,0.0,8014.11,0.0,Boleto,CLI-00784,Entregue
PED-20240400817,2024-04-02,Câmera,Eletrônicos,Sul,PR,1,2908.0,0.0,2908.0,0.0,Cartão de Crédito,CLI-01201,Entregue
PED-20240400818,2024-04-03,Smartwatch,Acessórios,Nordeste,PE,3,1349.69,0.1,3644.16,0.0,Transferência,CLI-00560,Cancelado
PED-20240400819,2024-04-03,Smartphone,Eletrônicos,Nordeste,SE,4,2157.94,0.15,7336.99,0.0,PIX,CLI-01281,Entregue
PED-20240400820,2024-04-03,Smartphone,Eletrônicos,Centro-Oeste,DF,4,2872.92,0.15,9767.94,0.0,Boleto,CLI-00970,Entregue
PED-20240400821,2024-04-03,Geladeira,Eletrodomésticos,Sudeste,SP,3,3606.33,0.15,9196.15,0.0,Boleto,CLI-00270,Entregue
PED-20240400822,2024-04-03,Notebook,Informática,Norte,TO,1,3900.66,0.15,3315.57,0.0,PIX,CLI-00200,Entregue
PED-20240400823,2024-04-03,Geladeira,Eletrodomésticos,Nordeste,MA,5,4499.19,0.0,22495.96,0.0,PIX,CLI-01453,Em trânsito
PED-20240400824,2024-04-03,Tablet,Eletrônicos,Centro-Oeste,MT,5,1537.65,0.15,6535.02,0.0,Cartão de Crédito,CLI-00134,Entregue
PED-20240400825,2024-04-03,Fone de Ouvido,Acessórios,Centro-Oeste,GO,3,306.32,0.05,873.0,0.0,Transferência,CLI-00407,Entregue
PED-20240400826,2024-04-03,Geladeira,Eletrodomésticos,Norte,PA,1,3962.07,0.1,3565.86,0.0,PIX,CLI-00955,Entregue
PED-20240400827,2024-04-03,Micro-ondas,Eletrodomésticos,Sudeste,ES,1,707.9,0.0,707.9,0.0,Cartão de Crédito,CLI-00381,Entregue
PED-20240400828,2024-04-03,Câmera,Eletrônicos,Centro-Oeste,DF,2,3477.19,0.0,6954.37,0.0,Cartão de Débito,CLI-00167,Entregue
PED-20240400829,2024-04-03,Fone de Ouvido,Acessórios,Nordeste,MA,2,330.1,0.05,627.19,0.0,Boleto,CLI-00572,Entregue
PED-20240400830,2024-04-03,Tablet,Eletrônicos,Centro-Oeste,MT,4,1652.02,0.0,6608.07,0.0,Boleto,CLI-00363,Entregue
PED-20240400831,2024-04-03,Smartwatch,Acessórios,Nordeste,SE,3,1053.27,0.0,3159.81,0.0,PIX,CLI-01315,Entregue
PED-20240400832,2024-04-03,Geladeira,Eletrodomésticos,Norte,TO,2,3616.28,0.1,6509.31,0.0,Transferência,CLI-01165,Entregue
PED-20240400833,2024-04-04,Fone de Ouvido,Acessórios,Norte,RO,3,319.28,0.15,814.17,0.0,Transferência,CLI-00551,Processando
PED-20240400834,2024-04-04,Notebook,Informática,Centro-Oeste,GO,3,4119.64,0.0,12358.93,0.0,Cartão de Crédito,CLI-01059,Entregue
PED-20240400835,2024-04-04,Tablet,Eletrônicos,Norte,PA,4,1846.88,0.0,7387.53,0.0,Transferência,CLI-00070,Entregue
PED-20240400836,2024-04-04,Câmera,Eletrônicos,Sudeste,MG,1,2872.4,0.05,2728.78,0.0,Cartão de Crédito,CLI-00384,Entregue
PED-20240400837,2024-04-04,Câmera,Eletrônicos,Nordeste,CE,4,3244.91,0.0,12979.63,0.0,Transferência,CLI-00935,Entregue
PED-20240400838,2024-04-04,Micro-ondas,Eletrodomésticos,Centro-Oeste,MS,4,793.66,0.0,3174.63,0.0,PIX,CLI-01231,Entregue
PED-20240400839,2024-04-05,Câmera,Eletrônicos,Norte,AP,4,3008.17,0.0,12032.67,0.0,Transferência,CLI-00221,Em trânsito
PED-20240400840,2024-04-05,Console,Games,Norte,TO,3,3181.34,0.05,9066.83,0.0,Boleto,CLI-01049,Entregue
PED-20240400841,2024-04-05,Tablet,Eletrônicos,Nordeste,PI,2,2043.81,0.1,3678.85,0.0,Boleto,CLI-01359,Em trânsito
PED-20240400842,2024-04-05,Câmera,Eletrônicos,Sudeste,SP,3,3481.15,0.0,10443.45,0.0,Cartão de Débito,CLI-00811,Em trânsito
PED-20240400843,2024-04-05,Tablet,Eletrônicos,Norte,AM,2,1638.22,0.0,3276.44,0.0,Cartão de Crédito,CLI-00379,Entregue
PED-20240400844,2024-04-05,Fone de Ouvido,Acessórios,Sul,SC,1,373.53,0.0,373.53,59.51,PIX,CLI-00011,Em trânsito
PED-20240400845,2024-04-05,TV,Eletrodomésticos,Sul,SC,1,3469.34,0.15,2948.94,0.0,Boleto,CLI-00968,Entregue
PED-20240400846,2024-04-05,Console,Games,Norte,AP,2,3020.97,0.0,6041.93,0.0,PIX,CLI-00274,Entregue
PED-20240400847,2024-04-05,Console,Games,Nordeste,PB,4,2881.43,0.1,10373.14,0.0,Cartão de Débito,CLI-01372,Entregue
PED-20240400848,2024-04-05,Micro-ondas,Eletrodomésticos,Sudeste,RJ,5,722.76,0.0,3613.79,0.0,PIX,CLI-01027,Entregue
PED-20240400849,2024-04-05,Smartphone,Eletrônicos,Centro-Oeste,MS,1,2609.18,0.0,2609.18,0.0,Cartão de Crédito,CLI-00433,Entregue
PED-20240400850,2024-04-05,Smartwatch,Acessórios,Norte,AM,3,1158.26,0.0,3474.79,0.0,PIX,CLI-00638,Entregue
PED-20240400851,2024-04-05,Console,Games,Norte,AM,3,3185.15,0.05,9077.68,0.0,Cartão de Débito,CLI-01398,Entregue
PED-20240400852,2024-04-05,Geladeira,Eletrodomésticos,Sudeste,ES,1,4006.32,0.15,3405.37,0.0,Cartão de Débito,CLI-00026,Entregue
PED-20240400853,2024-04-05,Tablet,Eletrônicos,Nordeste,CE,5,1803.76,0.15,7666.0,0.0,Cartão de Débito,CLI-01340,Entregue
PED-20240400854,2024-04-05,Console,Games,Norte,TO,1,2634.48,0.0,2634.48,0.0,Cartão de Crédito,CLI-01237,Entregue
PED-20240400855,2024-04-05,TV,Eletrodomésticos,Centro-Oeste,MT,4,3722.62,0.1,13401.45,0.0,Cartão de Crédito,CLI-00367,Processando
PED-20240400856,2024-04-05,Console,Games,Centro-Oeste,MS,1,2506.33,0.0,2506.33,0.0,Transferência,CLI-00529,Cancelado
PED-20240400857,2024-04-06,Fone de Ouvido,Acessórios,Centro-Oeste,MS,4,302.6,0.0,1210.39,0.0,Cartão de Débito,CLI-00943,Entregue
PED-20240400858,2024-04-06,Câmera,Eletrônicos,Sudeste,MG,3,3128.67,0.15,7978.12,0.0,Cartão de Crédito,CLI-01112,Entregue
PED-20240400859,2024-04-06,Smartwatch,Acessórios,Sul,SC,3,1170.14,0.05,3334.9,0.0,Cartão de Crédito,CLI-01221,Entregue
PED-20240400860,2024-04-06,Notebook,Informática,Nordeste,BA,5,4822.22,0.0,24111.09,0.0,Transferência,CLI-00194,Entregue
PED-20240400861,2024-04-06,Tablet,Eletrônicos,Sul,PR,4,1762.79,0.0,7051.18,0.0,Cartão de Débito,CLI-01412,Entregue
PED-20240400862,2024-04-07,Micro-ondas,Eletrodomésticos,Sul,PR,5,816.58,0.0,4082.88,0.0,PIX,CLI-00079,Entregue
PED-20240400863,2024-04-07,Tablet,Eletrônicos,Centro-Oeste,DF,4,1806.82,0.15,6143.19,0.0,PIX,CLI-00866,Entregue
PED-20240400864,2024-04-07,Console,Games,Sudeste,RJ,3,2986.14,0.15,7614.65,0.0,Cartão de Débito,CLI-00239,Em trânsito
PED-20240400865,2024-04-07,Fone de Ouvido,Acessórios,Centro-Oeste,MT,3,362.14,0.1,977.77,0.0,Boleto,CLI-01422,Em trânsito
PED-20240400866,2024-04-07,Smartphone,Eletrônicos,Nordeste,SE,2,2695.54,0.05,5121.52,0.0,Boleto,CLI-00567,Entregue
PED-20240400867,2024-04-07,Geladeira,Eletrodomésticos,Sudeste,ES,2,4424.54,0.0,8849.08,0.0,Boleto,CLI-00039,Entregue
PED-20240400868,2024-04-07,Console,Games,Sul,SC,3,2768.45,0.15,7059.55,0.0,Boleto,CLI-00461,Entregue
PED-20240400869,2024-04-07,Smartphone,Eletrônicos,Nordeste,MA,1,2583.54,0.15,2196.01,0.0,Cartão de Débito,CLI-01205,Entregue
PED-20240400870,2024-04-07,Console,Games,Centro-Oeste,MT,5,2706.79,0.1,12180.57,0.0,PIX,CLI-00655,Entregue
PED-20240400871,2024-04-07,Câmera,Eletrônicos,Norte,PA,4,3540.18,0.05,13452.69,0.0,Boleto,CLI-01379,Entregue
PED-20240400872,2024-04-08,Console,Games,Nordeste,AL,1,2934.99,0.1,2641.49,0.0,Cartão de Débito,CLI-01150,Processando
PED-20240400873,2024-04-08,Câmera,Eletrônicos,Sudeste,RJ,5,3074.42,0.0,15372.12,0.0,Cartão de Débito,CLI-01382,Em trânsito
PED-20240400874,2024-04-08,TV,Eletrodomésticos,Sudeste,RJ,5,3589.18,0.1,16151.33,0.0,Cartão de Débito,CLI-00851,Entregue
PED-20240400875,2024-04-08,Smartphone,Eletrônicos,Nordeste,PI,4,2867.26,0.05,10895.59,0.0,Boleto,CLI-00776,Cancelado
PED-20240400876,2024-04-08,Micro-ondas,Eletrodomésticos,Sudeste,SP,4,732.39,0.0,2929.57,0.0,Boleto,CLI-00326,Entregue
PED-20240400877,2024-04-08,Console,Games,Centro-Oeste,MS,3,3011.08,0.05,8581.57,0.0,PIX,CLI-00655,Cancelado
PED-20240400878,2024-04-08,Câmera,Eletrônicos,Sudeste,MG,5,3234.2,0.05,15362.46,0.0,Cartão de Débito,CLI-01014,Entregue
PED-20240400879,2024-04-09,TV,Eletrodomésticos,Nordeste,SE,2,3945.11,0.0,7890.21,0.0,Cartão de Crédito,CLI-01091,Entregue
PED-20240400880,2024-04-09,Câmera,Eletrônicos,Norte,AP,2,3376.02,0.0,6752.04,0.0,Cartão de Débito,CLI-00857,Entregue
PED-20240400881,2024-04-09,Console,Games,Sul,PR,1,2899.86,0.0,2899.86,0.0,Transferência,CLI-00165,Entregue
PED-20240400882,2024-04-09,Micro-ondas,Eletrodomésticos,Centro-Oeste,MS,1,758.0,0.0,758.0,0.0,Cartão de Débito,CLI-01402,Entregue
PED-20240400883,2024-04-09,Notebook,Informática,Nordeste,BA,5,5017.74,0.15,21325.4,0.0,Transferência,CLI-00396,Entregue
PED-20240400884,2024-04-09,Tablet,Eletrônicos,Norte,RO,2,1624.61,0.15,2761.84,0.0,PIX,CLI-00272,Cancelado
PED-20240400885,2024-04-09,Smartwatch,Acessórios,Sudeste,SP,2,1227.94,0.05,2333.08,0.0,Transferência,CLI-00909,Entregue
PED-20240400886,2024-04-09,Fone de Ouvido,Acessórios,Sul,SC,5,364.84,0.1,1641.8,0.0,Boleto,CLI-00502,Em trânsito
PED-20240400887,2024-04-09,TV,Eletrodomésticos,Sudeste,SP,1,3691.12,0.05,3506.57,0.0,Cartão de Débito,CLI-00790,Em trânsito
PED-20240400888,2024-04-09,Notebook,Informática,Norte,RO,5,3988.33,0.1,17947.47,0.0,Transferência,CLI-01464,Entregue
